Date,Age Groups,Gender,State,Veterans
9/30/2021,75-79,Female,Maine,325.0473841
9/30/2021,75-79,Female,Maryland,1311.760042
9/30/2021,75-79,Female,Massachusetts,1182.246463
9/30/2021,75-79,Female,Michigan,1834.153382
9/30/2021,75-79,Female,Minnesota,1171.822986
9/30/2021,75-79,Female,Mississippi,568.4035899
9/30/2021,75-79,Female,Missouri,1436.858188
9/30/2021,75-79,Female,Montana,467.4762199
9/30/2021,75-79,Female,Nebraska,83.33796116
9/30/2021,75-79,Female,Nevada,665.7241646
9/30/2021,75-79,Female,New Hampshire,573.3631856
9/30/2021,75-79,Female,New Jersey,1074.514051
9/30/2021,75-79,Female,New Mexico,542.9083508
9/30/2021,75-79,Female,New York,1877.901979
9/30/2021,75-79,Female,North Carolina,1562.865552
9/30/2021,75-79,Female,North Dakota,42.03062884
9/30/2021,75-79,Female,Ohio,1552.758948
9/30/2021,75-79,Female,Oklahoma,1122.822766
9/30/2021,75-79,Female,Oregon,969.640602
9/30/2021,75-79,Female,Pennsylvania,1651.030155
9/30/2021,75-79,Female,Puerto Rico,285.5145988
9/30/2021,75-79,Female,Rhode Island,250.0103526
9/30/2021,75-79,Female,South Carolina,886.1039869
9/30/2021,75-79,Female,South Dakota,229.2316467
9/30/2021,75-79,Female,Tennessee,1555.661773
9/30/2021,75-79,Female,Texas,5017.13142
9/30/2021,75-79,Female,Utah,440.7304706
9/30/2021,75-79,Female,Vermont,24.0085563
9/30/2021,75-79,Female,Virginia,2656.052747
9/30/2021,75-79,Female,Washington,1893.961291
9/30/2021,75-79,Female,West Virginia,92.15977649
9/30/2021,75-79,Female,Wisconsin,595.5511372
9/30/2021,75-79,Female,Wyoming,351.8295311
9/30/2021,75-79,Male,Alabama,35326.50214
9/30/2021,75-79,Male,Alaska,4127.240342
9/30/2021,75-79,Male,Arizona,63159.13857
9/30/2021,75-79,Male,Arkansas,20743.16794
9/30/2021,75-79,Male,California,173015.4469
9/30/2021,75-79,Male,Colorado,39250.02299
9/30/2021,75-79,Male,Connecticut,18270.0454
9/30/2021,75-79,Male,Delaware,9073.376915
9/30/2021,75-79,Male,District of Columbia,2465.006681
9/30/2021,75-79,Male,Florida,167817.6372
9/30/2021,75-79,Male,Georgia,59342.87966
9/30/2021,75-79,Male,Hawaii,10290.47979
9/30/2021,75-79,Male,Idaho,14558.61398
9/30/2021,75-79,Male,Illinois,67713.7887
9/30/2021,75-79,Male,Indiana,44306.36664
9/30/2021,75-79,Male,Iowa,21011.82081
9/30/2021,75-79,Male,Island Areas & Foreign,8194.457987
9/30/2021,75-79,Male,Kansas,16460.73094
9/30/2021,75-79,Male,Kentucky,28767.60133
9/30/2021,75-79,Male,Louisiana,22288.35358
9/30/2021,75-79,Male,Maine,12297.7835
9/30/2021,75-79,Male,Maryland,34989.39295
9/30/2021,75-79,Male,Massachusetts,35888.28312
9/30/2021,75-79,Male,Michigan,66612.09739
9/30/2021,75-79,Male,Minnesota,37540.58235
9/30/2021,75-79,Male,Mississippi,16309.3349
9/30/2021,75-79,Male,Missouri,46865.42159
9/30/2021,75-79,Male,Montana,10097.08468
9/30/2021,75-79,Male,Nebraska,12687.76875
9/30/2021,75-79,Male,Nevada,23039.5345
9/30/2021,75-79,Male,New Hampshire,11741.15884
9/30/2021,75-79,Male,New Jersey,41781.17398
9/30/2021,75-79,Male,New Mexico,17056.53048
9/30/2021,75-79,Male,New York,82494.20823
9/30/2021,75-79,Male,North Carolina,67282.34826
9/30/2021,75-79,Male,North Dakota,4074.34951
9/30/2021,75-79,Male,Ohio,76071.57127
9/30/2021,75-79,Male,Oklahoma,30458.85231
9/30/2021,75-79,Male,Oregon,34020.77609
9/30/2021,75-79,Male,Pennsylvania,86508.27299
9/30/2021,75-79,Male,Puerto Rico,7415.744442
9/30/2021,75-79,Male,Rhode Island,8414.874706
9/30/2021,75-79,Male,South Carolina,42184.05145
9/30/2021,75-79,Male,South Dakota,5087.967601
9/30/2021,75-79,Male,Tennessee,44945.20061
9/30/2021,75-79,Male,Texas,139117.415
9/30/2021,75-79,Male,Utah,12640.78081
9/30/2021,75-79,Male,Vermont,4356.170716
9/30/2021,75-79,Male,Virginia,53988.1941
9/30/2021,75-79,Male,Washington,59035.07915
9/30/2021,75-79,Male,West Virginia,12129.2222
9/30/2021,75-79,Male,Wisconsin,37890.00966
9/30/2021,75-79,Male,Wyoming,5316.109209
9/30/2021,80-84,Female,Alabama,580.2342872
9/30/2021,80-84,Female,Alaska,244.3950166
9/30/2021,80-84,Female,Arizona,1628.527965
9/30/2021,80-84,Female,Arkansas,287.2933357
9/30/2021,80-84,Female,California,4441.493641
9/30/2021,80-84,Female,Colorado,1381.207268
9/30/2021,80-84,Female,Connecticut,108.4225247
9/30/2021,80-84,Female,Delaware,0.033954078
9/30/2021,80-84,Female,District of Columbia,46.96189162
9/30/2021,80-84,Female,Florida,2994.151073
9/30/2021,80-84,Female,Georgia,587.5471474
9/30/2021,80-84,Female,Hawaii,150.0081487
9/30/2021,80-84,Female,Idaho,44.72345791
9/30/2021,80-84,Female,Illinois,1626.510019
9/30/2021,80-84,Female,Indiana,897.2938434
9/30/2021,80-84,Female,Iowa,246.9422158
9/30/2021,80-84,Female,Island Areas & Foreign,128.6875992
9/30/2021,80-84,Female,Kansas,251.5219054
9/30/2021,80-84,Female,Kentucky,580.0076104
9/30/2021,80-84,Female,Louisiana,1153.151299
9/30/2021,80-84,Female,Maine,441.6444599
9/30/2021,80-84,Female,Maryland,1214.736406
9/30/2021,80-84,Female,Massachusetts,441.1899764
9/30/2021,80-84,Female,Michigan,988.7998753
9/30/2021,80-84,Female,Minnesota,291.5043659
9/30/2021,80-84,Female,Mississippi,348.7680682
9/30/2021,80-84,Female,Missouri,1178.888966
9/30/2021,80-84,Female,Montana,150.3542636
9/30/2021,80-84,Female,Nebraska,29.96735268
9/30/2021,80-84,Female,Nevada,193.5928649
9/30/2021,80-84,Female,New Hampshire,345.121359
9/30/2021,80-84,Female,New Jersey,765.7496745
9/30/2021,80-84,Female,New Mexico,80.83521666
9/30/2021,80-84,Female,New York,1002.282883
9/30/2021,80-84,Female,North Carolina,1175.080891
9/30/2021,80-84,Female,North Dakota,258.3604869
9/30/2021,80-84,Female,Ohio,1564.752479
9/30/2021,80-84,Female,Oklahoma,77.170088
9/30/2021,80-84,Female,Oregon,915.2498826
9/30/2021,80-84,Female,Pennsylvania,2323.979277
9/30/2021,80-84,Female,Puerto Rico,183.3473841
9/30/2021,80-84,Female,Rhode Island,31.25261478
9/30/2021,80-84,Female,South Carolina,832.4875067
9/30/2021,80-84,Female,South Dakota,48.80232018
9/30/2021,80-84,Female,Tennessee,893.1018057
9/30/2021,80-84,Female,Texas,3024.97249
9/30/2021,80-84,Female,Utah,362.4772935
9/30/2021,80-84,Female,Vermont,232.9850215
9/30/2021,80-84,Female,Virginia,1607.062033
9/30/2021,80-84,Female,Washington,1221.172325
9/30/2021,80-84,Female,West Virginia,400.0988164
9/30/2021,80-84,Female,Wisconsin,901.5308172
9/30/2021,80-84,Female,Wyoming,112.2987651
9/30/2021,80-84,Male,Alabama,18369.02628
9/30/2021,80-84,Male,Alaska,1880.126096
9/30/2021,80-84,Male,Arizona,37908.71228
9/30/2021,80-84,Male,Arkansas,10878.00914
9/30/2021,80-84,Male,California,101394.4194
9/30/2021,80-84,Male,Colorado,19386.94796
9/30/2021,80-84,Male,Connecticut,12477.08995
9/30/2021,80-84,Male,Delaware,5331.160744
9/30/2021,80-84,Male,District of Columbia,975.6349899
9/30/2021,80-84,Male,Florida,116089.7905
9/30/2021,80-84,Male,Georgia,31065.76075
9/30/2021,80-84,Male,Hawaii,5315.240199
9/30/2021,80-84,Male,Idaho,7881.91933
9/30/2021,80-84,Male,Illinois,37279.40221
9/30/2021,80-84,Male,Indiana,24686.63552
9/30/2021,80-84,Male,Iowa,11880.66436
9/30/2021,80-84,Male,Island Areas & Foreign,6110.520893
9/30/2021,80-84,Male,Kansas,10450.76367
9/30/2021,80-84,Male,Kentucky,14630.45651
9/30/2021,80-84,Male,Louisiana,15947.21404
9/30/2021,80-84,Male,Maine,4866.62853
9/30/2021,80-84,Male,Maryland,20564.12098
9/30/2021,80-84,Male,Massachusetts,22721.13701
9/30/2021,80-84,Male,Michigan,35668.11176
9/30/2021,80-84,Male,Minnesota,19369.4216
9/30/2021,80-84,Male,Mississippi,9774.059704
9/30/2021,80-84,Male,Missouri,23500.82411
9/30/2021,80-84,Male,Montana,5541.627255
9/30/2021,80-84,Male,Nebraska,6362.872199
9/30/2021,80-84,Male,Nevada,12286.44245
9/30/2021,80-84,Male,New Hampshire,6572.862152
9/30/2021,80-84,Male,New Jersey,23669.91106
9/30/2021,80-84,Male,New Mexico,8293.633415
9/30/2021,80-84,Male,New York,48152.84005
9/30/2021,80-84,Male,North Carolina,36622.51996
9/30/2021,80-84,Male,North Dakota,1528.748458
9/30/2021,80-84,Male,Ohio,46084.8775
9/30/2021,80-84,Male,Oklahoma,14855.35722
9/30/2021,80-84,Male,Oregon,20654.85592
9/30/2021,80-84,Male,Pennsylvania,60919.98005
9/30/2021,80-84,Male,Puerto Rico,6377.808717
9/30/2021,80-84,Male,Rhode Island,3504.001394
9/30/2021,80-84,Male,South Carolina,21862.30108
9/30/2021,80-84,Male,South Dakota,3341.843212
9/30/2021,80-84,Male,Tennessee,28196.16828
9/30/2021,80-84,Male,Texas,76187.20245
9/30/2021,80-84,Male,Utah,8570.41225
9/30/2021,80-84,Male,Vermont,2892.213831
9/30/2021,80-84,Male,Virginia,30773.25896
9/30/2021,80-84,Male,Washington,28245.18251
9/30/2021,80-84,Male,West Virginia,8702.960835
9/30/2021,80-84,Male,Wisconsin,22622.60296
9/30/2021,80-84,Male,Wyoming,2563.789686
9/30/2021,85+,Female,Alabama,855.8104458
9/30/2021,85+,Female,Alaska,91.93836437
9/30/2021,85+,Female,Arizona,2584.652738
9/30/2021,85+,Female,Arkansas,307.1639258
9/30/2021,85+,Female,California,5915.438454
9/30/2021,85+,Female,Colorado,624.6889526
9/30/2021,85+,Female,Connecticut,291.3922918
9/30/2021,85+,Female,Delaware,176.7692307
9/30/2021,85+,Female,District of Columbia,218.409756
9/30/2021,85+,Female,Florida,4531.57958
9/30/2021,85+,Female,Georgia,926.2965906
9/30/2021,85+,Female,Hawaii,98.90500402
9/30/2021,85+,Female,Idaho,585.2438477
9/30/2021,85+,Female,Illinois,1240.19659
9/30/2021,85+,Female,Indiana,692.8589316
9/30/2021,85+,Female,Iowa,526.2474061
9/30/2021,85+,Female,Island Areas & Foreign,160.1783876
9/30/2021,85+,Female,Kansas,415.123254
9/30/2021,85+,Female,Kentucky,289.3487747
9/30/2021,85+,Female,Louisiana,227.1981557
9/30/2021,85+,Female,Maine,427.0353172
9/30/2021,85+,Female,Maryland,1261.481529
9/30/2021,85+,Female,Massachusetts,906.9100351
9/30/2021,85+,Female,Michigan,1665.881362
9/30/2021,85+,Female,Minnesota,1199.044021
9/30/2021,85+,Female,Mississippi,377.6225236
9/30/2021,85+,Female,Missouri,494.6585099
9/30/2021,85+,Female,Montana,188.2251573
9/30/2021,85+,Female,Nebraska,278.2534182
9/30/2021,85+,Female,Nevada,769.8620499
9/30/2021,85+,Female,New Hampshire,145.179908
9/30/2021,85+,Female,New Jersey,1272.275835
9/30/2021,85+,Female,New Mexico,644.6400024
9/30/2021,85+,Female,New York,2006.514251
9/30/2021,85+,Female,North Carolina,981.1385678
9/30/2021,85+,Female,North Dakota,103.4395189
9/30/2021,85+,Female,Ohio,1569.884148
9/30/2021,85+,Female,Oklahoma,868.8893264
9/30/2021,85+,Female,Oregon,1163.555442
9/30/2021,85+,Female,Pennsylvania,2037.070193
9/30/2021,85+,Female,Puerto Rico,239.4978038
9/30/2021,85+,Female,Rhode Island,203.5414469
9/30/2021,85+,Female,South Carolina,698.2519436
9/30/2021,85+,Female,South Dakota,127.3443036
9/30/2021,85+,Female,Tennessee,960.4562112
9/30/2021,85+,Female,Texas,3503.559631
9/30/2021,85+,Female,Utah,42.81982512
9/30/2021,85+,Female,Vermont,87.00198009
9/30/2021,85+,Female,Virginia,1223.812923
9/30/2021,85+,Female,Washington,1383.801452
9/30/2021,85+,Female,West Virginia,431.9821382
9/30/2021,85+,Female,Wisconsin,1027.763814
9/30/2021,85+,Female,Wyoming,33.73639907
9/30/2021,85+,Male,Alabama,21215.08926
9/30/2021,85+,Male,Alaska,2516.113225
9/30/2021,85+,Male,Arizona,37991.11941
9/30/2021,85+,Male,Arkansas,12731.26409
9/30/2021,85+,Male,California,133400.2406
9/30/2021,85+,Male,Colorado,23226.10973
9/30/2021,85+,Male,Connecticut,16040.20118
9/30/2021,85+,Male,Delaware,5004.79949
9/30/2021,85+,Male,District of Columbia,2217.282297
9/30/2021,85+,Male,Florida,138738.5258
9/30/2021,85+,Male,Georgia,33296.82019
9/30/2021,85+,Male,Hawaii,8289.013249
9/30/2021,85+,Male,Idaho,8738.343608
9/30/2021,85+,Male,Illinois,49627.77942
9/30/2021,85+,Male,Indiana,27839.22959
9/30/2021,85+,Male,Iowa,18464.10288
9/30/2021,85+,Male,Island Areas & Foreign,5827.492448
9/30/2021,85+,Male,Kansas,14671.15505
9/30/2021,85+,Male,Kentucky,18963.47612
9/30/2021,85+,Male,Louisiana,17882.43841
9/30/2021,85+,Male,Maine,9751.342126
9/30/2021,85+,Male,Maryland,24414.86177
9/30/2021,85+,Male,Massachusetts,32308.31637
9/30/2021,85+,Male,Michigan,43150.70088
9/30/2021,85+,Male,Minnesota,28036.16101
9/30/2021,85+,Male,Mississippi,9938.882016
9/30/2021,85+,Male,Missouri,31537.27157
9/30/2021,85+,Male,Montana,6168.343685
9/30/2021,85+,Male,Nebraska,10071.57742
9/30/2021,85+,Male,Nevada,14563.31745
9/30/2021,85+,Male,New Hampshire,7219.451056
9/30/2021,85+,Male,New Jersey,36742.64145
9/30/2021,85+,Male,New Mexico,10744.99805
9/30/2021,85+,Male,New York,71556.73376
9/30/2021,85+,Male,North Carolina,43697.76076
9/30/2021,85+,Male,North Dakota,4144.970736
9/30/2021,85+,Male,Ohio,53789.95573
9/30/2021,85+,Male,Oklahoma,19324.40862
9/30/2021,85+,Male,Oregon,21475.73214
9/30/2021,85+,Male,Pennsylvania,70628.77961
9/30/2021,85+,Male,Puerto Rico,9904.549559
9/30/2021,85+,Male,Rhode Island,4866.309618
9/30/2021,85+,Male,South Carolina,23898.06777
9/30/2021,85+,Male,South Dakota,5270.566859
9/30/2021,85+,Male,Tennessee,28227.29314
9/30/2021,85+,Male,Texas,87517.56855
9/30/2021,85+,Male,Utah,10032.90629
9/30/2021,85+,Male,Vermont,2864.167822
9/30/2021,85+,Male,Virginia,39069.2604
9/30/2021,85+,Male,Washington,32275.15464
9/30/2021,85+,Male,West Virginia,10390.13276
9/30/2021,85+,Male,Wisconsin,31093.79857
9/30/2021,85+,Male,Wyoming,2236.145552
9/30/2021,< 20,Female,Alabama,60.7225378
9/30/2021,< 20,Female,Alaska,11.70395408
9/30/2021,< 20,Female,Arizona,47.61883453
9/30/2021,< 20,Female,Arkansas,56.86063503
9/30/2021,< 20,Female,California,167.8586145
9/30/2021,< 20,Female,Colorado,42.40523873
9/30/2021,< 20,Female,Connecticut,26.0704746
9/30/2021,< 20,Female,Delaware,6.491915283
9/30/2021,< 20,Female,District of Columbia,1.777472418
9/30/2021,< 20,Female,Florida,139.0730025
9/30/2021,< 20,Female,Georgia,114.642301
9/30/2021,< 20,Female,Hawaii,12.56969192
9/30/2021,< 20,Female,Idaho,19.00529488
9/30/2021,< 20,Female,Illinois,99.25514597
9/30/2021,< 20,Female,Indiana,67.54894549
9/30/2021,< 20,Female,Iowa,43.97603901
9/30/2021,< 20,Female,Island Areas & Foreign,3.825688135
9/30/2021,< 20,Female,Kansas,30.10352259
9/30/2021,< 20,Female,Kentucky,41.72729591
9/30/2021,< 20,Female,Louisiana,61.81155266
9/30/2021,< 20,Female,Maine,13.92550776
9/30/2021,< 20,Female,Maryland,38.35748069
9/30/2021,< 20,Female,Massachusetts,30.61384427
9/30/2021,< 20,Female,Michigan,69.91368898
9/30/2021,< 20,Female,Minnesota,60.040911
9/30/2021,< 20,Female,Mississippi,51.51620697
9/30/2021,< 20,Female,Missouri,66.743059
9/30/2021,< 20,Female,Montana,15.08142189
9/30/2021,< 20,Female,Nebraska,21.98046038
9/30/2021,< 20,Female,Nevada,26.97151209
9/30/2021,< 20,Female,New Hampshire,11.87513432
9/30/2021,< 20,Female,New Jersey,39.15566311
9/30/2021,< 20,Female,New Mexico,16.56438144
9/30/2021,< 20,Female,New York,87.29979971
9/30/2021,< 20,Female,North Carolina,86.8387854
9/30/2021,< 20,Female,North Dakota,11.05814405
9/30/2021,< 20,Female,Ohio,106.8503084
9/30/2021,< 20,Female,Oklahoma,44.21572955
9/30/2021,< 20,Female,Oregon,35.17739311
9/30/2021,< 20,Female,Pennsylvania,103.1273657
9/30/2021,< 20,Female,Puerto Rico,4.413213725
9/30/2021,< 20,Female,Rhode Island,10.22824389
9/30/2021,< 20,Female,South Carolina,68.62039358
9/30/2021,< 20,Female,South Dakota,12.72053141
9/30/2021,< 20,Female,Tennessee,71.06266659
9/30/2021,< 20,Female,Texas,219.9447105
9/30/2021,< 20,Female,Utah,23.10794661
9/30/2021,< 20,Female,Vermont,4.732341778
9/30/2021,< 20,Female,Virginia,72.21436358
9/30/2021,< 20,Female,Washington,43.31179966
9/30/2021,< 20,Female,West Virginia,18.70369026
9/30/2021,< 20,Female,Wisconsin,55.39127929
9/30/2021,< 20,Female,Wyoming,7.185705461
9/30/2021,< 20,Male,Alabama,162.3982569
9/30/2021,< 20,Male,Alaska,31.13970159
9/30/2021,< 20,Male,Arizona,126.875487
9/30/2021,< 20,Male,Arkansas,149.8943403
9/30/2021,< 20,Male,California,447.4242927
9/30/2021,< 20,Male,Colorado,113.7394179
9/30/2021,< 20,Male,Connecticut,68.8935341
9/30/2021,< 20,Male,Delaware,17.62851812
9/30/2021,< 20,Male,District of Columbia,4.747717664
9/30/2021,< 20,Male,Florida,373.9275713
9/30/2021,< 20,Male,Georgia,307.7303515
9/30/2021,< 20,Male,Hawaii,32.93961205
9/30/2021,< 20,Male,Idaho,50.29323184
9/30/2021,< 20,Male,Illinois,266.0116496
9/30/2021,< 20,Male,Indiana,184.2588309
9/30/2021,< 20,Male,Iowa,117.5795161
9/30/2021,< 20,Male,Island Areas & Foreign,9.978485606
9/30/2021,< 20,Male,Kansas,80.45011798
9/30/2021,< 20,Male,Kentucky,111.8719089
9/30/2021,< 20,Male,Louisiana,163.083745
9/30/2021,< 20,Male,Maine,36.84729525
9/30/2021,< 20,Male,Maryland,102.1249831
9/30/2021,< 20,Male,Massachusetts,82.65444303
9/30/2021,< 20,Male,Michigan,185.5951713
9/30/2021,< 20,Male,Minnesota,161.840357
9/30/2021,< 20,Male,Mississippi,136.7977311
9/30/2021,< 20,Male,Missouri,179.5054803
9/30/2021,< 20,Male,Montana,39.77136873
9/30/2021,< 20,Male,Nebraska,59.11927552
9/30/2021,< 20,Male,Nevada,72.42647695
9/30/2021,< 20,Male,New Hampshire,31.70777454
9/30/2021,< 20,Male,New Jersey,105.0814454
9/30/2021,< 20,Male,New Mexico,43.78848878
9/30/2021,< 20,Male,New York,231.3919836
9/30/2021,< 20,Male,North Carolina,231.1586943
9/30/2021,< 20,Male,North Dakota,29.64571744
9/30/2021,< 20,Male,Ohio,288.4698008
9/30/2021,< 20,Male,Oklahoma,119.1506603
9/30/2021,< 20,Male,Oregon,93.74666326
9/30/2021,< 20,Male,Pennsylvania,277.7037128
9/30/2021,< 20,Male,Puerto Rico,11.96607625
9/30/2021,< 20,Male,Rhode Island,27.35504337
9/30/2021,< 20,Male,South Carolina,184.3530843
9/30/2021,< 20,Male,South Dakota,34.2372871
9/30/2021,< 20,Male,Tennessee,190.02753
9/30/2021,< 20,Male,Texas,591.4691749
9/30/2021,< 20,Male,Utah,61.56640327
9/30/2021,< 20,Male,Vermont,12.788059
9/30/2021,< 20,Male,Virginia,193.7137036
9/30/2021,< 20,Male,Washington,117.2774218
9/30/2021,< 20,Male,West Virginia,50.08634422
9/30/2021,< 20,Male,Wisconsin,149.2261998
9/30/2021,< 20,Male,Wyoming,19.18882415
